need_id,category,split
N_a2d1ef7bad385661de212c34,Юриспруденция,train
N_93d41571c537789a3fab6fcc,Юриспруденция,train
N_8e90ef24f0ec9a1525dc8e1a,Юриспруденция,dev
N_9180e2100113242900e1ac45,"Маркетинг (SMM, реклама, продвижение)",dev
N_2bc5e8cdff6a118215568852,"Маркетинг (SMM, реклама, продвижение)",train
N_6428ac285a6d51297d33bc75,Копирайтинг и редакция текста,train
N_30a5aeb589b670277cf8035c,"Маркетинг (SMM, реклама, продвижение)",train
N_6c549503a83f4ef37bb7bc7b,Юриспруденция,train
N_93ba09d7c19c760c868e93a4,"Маркетинг (SMM, реклама, продвижение)",train
N_58d26af5bcc0f8d00a677760,Копирайтинг и редакция текста,train
N_7f1f22b6f6332ea9242f59f1,Копирайтинг и редакция текста,train
N_443d59e1a8bd32a240617cbb,Дизайн,train
N_4213b16dafb6563a1635bcba,Дизайн,train
N_23ff8e0f5314e8f7d5de9715,Дизайн,train
N_fbd5610076cba3a25757395f,Переводы,train
N_f04056d4e189ff732c6b6425,Дизайн,dev
N_d3c1def4bcd1d735f9da5755,Дизайн,dev
N_d6fc0789a91ec894b81f3690,Дизайн,train
N_8eb2a3c6bbbe527484ab21b0,Дизайн,train
N_c43325f67ac81335940ae959,Дизайн,train
N_bb5e6d2becd8677fb865bc46,Дизайн,train
N_b5f584729adb5d1b306197a8,Дизайн,train
N_3ef749a12a103904c3b76e40,Дизайн,train
N_4683ce58e06f925613a70012,Дизайн,train
N_94656f0ca7ddf96edbdfe096,Дизайн,dev
N_3a34b401dccbe92b633ce9c2,Дизайн,dev
N_eef6834748441aa9619b6d37,Дизайн,dev
N_5362a85ca7fad410570b4cb1,Дизайн,train
N_a6dde3ebed5d4d3758802d70,Дизайн,train
N_325e4535f7f61ec8f9d488ba,Дизайн,train
N_0e23ebcf9a6ee815a2b48820,Дизайн,train
N_7690b8ca4bccde189d4db3fe,Дизайн,train
N_2606b3bf909610cd55ca7949,Копирайтинг и редакция текста,train
N_cc00d24f2e6e1f2b6fbdb0a4,"Фото и видеосъемка, монтаж",train
N_b432eedb688ba4b9d1102a1c,Переводы,train
N_b7966b39a89f119f38816017,Копирайтинг и редакция текста,train
N_28319a2e8fd485af16979b2f,"Фото и видеосъемка, монтаж",train
N_1f3d7abc721a9b6658461c9b,"Фото и видеосъемка, монтаж",dev
N_e583de3dd7d385dad3c3a96f,"Маркетинг (SMM, реклама, продвижение)",train
N_d952c0af43f216d74dfe710d,"Фото и видеосъемка, монтаж",train
N_1b72c366c9d95184b5fe1fca,Дизайн,train
N_b8bc2e5a972912ee53653857,Копирайтинг и редакция текста,train
N_aa8ab9f14fbd6947d5a2d917,Юриспруденция,train
N_f9f593570a72b87ca7a74dca,Юриспруденция,train
N_b0fa856db3c122b7587855d8,Юриспруденция,train
N_327fc2d4e09b853c670e1b93,Юриспруденция,train
N_66436011fd1da8c2deced897,Юриспруденция,train
N_1baef5d2f27592e420daad4b,Юриспруденция,train
N_5c79824ef02cdb4f077d68fe,Юриспруденция,train
N_897df110a2ccf3f76171c05d,Юриспруденция,train
N_884f57aa0f27cb193481edf7,Юриспруденция,train
N_714aeb76a2b129672d483ecd,Юриспруденция,train
N_71df7301ed30050c02556f5f,Юриспруденция,train
N_3adf394442b2d9e35407fb30,Юриспруденция,train
N_bc611eb93a72deda2ed1763a,Юриспруденция,train
N_c986abeca0632ed01a8c21d2,Юриспруденция,train
N_62b5b8858bb1e977b4897e7f,Юриспруденция,dev
N_9452ce9ec5f51efb858993e1,Юриспруденция,train
N_1696cf842474ec592c9fa7a8,Юриспруденция,train
N_177aa48d18351c51166c7652,Юриспруденция,dev
N_5a7021e30c0f1dd38595ba59,Юриспруденция,train
N_293821bfa9d51d5050520ad4,Юриспруденция,train
N_727420bc38d9bdbf2ee666b7,Юриспруденция,train
N_cad3ff96088efc495ba7c299,Юриспруденция,train
N_0e09e1d0e7bb78a21529523a,Юриспруденция,dev
N_3de6d8dfc29e93a43bb9e93c,Юриспруденция,train
N_7a6764afe56fd0880309b28b,Юриспруденция,dev
N_fd643cb9d0a550604caa1b58,Юриспруденция,dev
N_8c1b8aef8275edfafd4d886d,Юриспруденция,train
N_dc0d8ed4d39cc1ada3e36e3c,Юриспруденция,dev
N_ca032fa879ecd538d564aae0,Юриспруденция,train
N_1d545e8eef19d0b8ca825c69,Юриспруденция,dev
N_c094ba1c2141e6e8e177b4e8,Юриспруденция,train
N_e5dba050fc659ab2254b39e5,Юриспруденция,train
N_224a63bf6ed014ccc291bbdd,Юриспруденция,train
N_202333be7e042843c4e500d6,Юриспруденция,train
N_acd35e40a12662dd950ddfb4,Юриспруденция,train
N_2f07c5f070963a80b8d25411,Юриспруденция,train
N_aac55d601e8d01cda0e70573,Юриспруденция,train
N_d99c5917c49a05a2d27715f9,Юриспруденция,train
N_df8f6ac5a773695498392013,Юриспруденция,train
N_f46fe1b565bd7355672500e2,Юриспруденция,train
N_59c8d5ca8f8e923a11a7501e,Юриспруденция,train
N_b1147dc0153b7ba04d39d3fc,Юриспруденция,train
N_cbeeed343ad90914d87cec53,Юриспруденция,train
N_a06045ae8ca99bf2be5c4db9,Юриспруденция,dev
N_27665c60daba05d6eb99e066,Юриспруденция,train
N_fc0a434fed830f3eb056deda,Юриспруденция,train
N_3327ff70450975eed68f474f,Юриспруденция,train
N_1712a456b5604e638f4659f3,Юриспруденция,train
N_10f74857e3cc54ebc1b566a6,Юриспруденция,train
N_9647d50e33bd26cd7598a3c3,IT-разработка и цифровые сервисы,dev
N_554d0db99c1ff925070217a8,"Маркетинг (SMM, реклама, продвижение)",train
N_01b9a1de11992a913853d7f5,IT-разработка и цифровые сервисы,train
N_2bf3e0412cf3914ec23bf849,Дизайн,train
N_44be9e261ba329ad05123bab,Копирайтинг и редакция текста,train
N_4dbc8989f9acbcce2b584b9c,IT-разработка и цифровые сервисы,dev
N_457acb8b40fb5711e55e0391,Юриспруденция,dev
N_4ee8f6a393b937049f94ae79,Копирайтинг и редакция текста,train
N_7f44b5a70ac846405f4d8316,Переводы,train
N_19b639d28582fd23f1473f2a,IT-разработка и цифровые сервисы,train
N_a6c57f537bd89ff8b425619a,"Маркетинг (SMM, реклама, продвижение)",dev
N_3a472a4057864dc30d43bceb,Юриспруденция,train
N_e178210d90056ca52c584bf6,"Маркетинг (SMM, реклама, продвижение)",train
N_b41d5e55654c07fa76d6161b,Копирайтинг и редакция текста,train
N_3f02ff83fc5d76c5ba2f9ae9,Юриспруденция,dev
N_ec45d8072fd48433277a17b0,Дизайн,train
N_fad0afa68525f0c4285066b1,IT-разработка и цифровые сервисы,train
N_acc2ec6c5e8fe15776a535ac,Дизайн,train
N_3a6a07dc4711b64eb64214e7,IT-разработка и цифровые сервисы,train
N_8a16c7f4e04a628227f062b1,"Фото и видеосъемка, монтаж",train
N_7789168c3349f2e278b8bb0c,Копирайтинг и редакция текста,dev
N_5f7ebd2952330f3fde21fd3c,Помощь на дому,train
N_e396ce784fee2b4f1c626d0d,Помощь на дому,dev
N_87ac26c94a28a1ff912df44e,Помощь на дому,train
N_81f25f5f0bec6894e996e0a9,Помощь на дому,dev
N_9eb2b1f7efa82ee0377488f1,Помощь на дому,dev
N_f1c98e1ccb1ba8fcdac916ab,Помощь на дому,train
N_8cd1e746b2447d6eb89f25cd,Помощь на дому,train
N_16bb10206c1e04202042444b,Помощь на дому,train
N_8bf2a883faf56098b8b0993d,Помощь на дому,train
N_f56814d60f28409ce77c91e3,Помощь на дому,train
N_1351e022328e349bbe13d53f,Помощь на дому,train
N_e8bb6e6b133a9bb3d048c77e,Помощь на дому,train
N_c6602a37fa08db9399c899f7,Строительство и ремонт,dev
N_fab27b26823761ffa3a95dbc,Строительство и ремонт,train
N_e78666e6d46cfb844eceab6b,Строительство и ремонт,train
N_7971bd709f9d5dac95112451,Помощь на дому,dev
N_5aa6dfb48366fabd2efd2598,Строительство и ремонт,train
N_c68fb1182d9a16cd40ccd8e1,Помощь на дому,train
N_d2e9e74f60cbed45b5b90358,Строительство и ремонт,dev
N_05f481a44dc84c9004441c1f,Строительство и ремонт,dev
N_53160840ab7cd24e5bec7d17,Строительство и ремонт,train
N_8958b88191244b4f8509f422,Строительство и ремонт,train
N_69617fe4a5ba2b929a885303,Строительство и ремонт,train
N_e3babec7918747a79469ef5d,Строительство и ремонт,train
N_7a3cf465b0990f872d423e21,Строительство и ремонт,dev
N_c11b1f80d2f9e64aaca60a0d,Строительство и ремонт,train
N_5fe2e7965d8478ddeb356610,Строительство и ремонт,dev
N_cde72721a2e1ab817e0e17a5,Строительство и ремонт,dev
N_6b97401d1640b6ec504e5173,Строительство и ремонт,train
N_abed26f0283ed4d2d210bcb7,Строительство и ремонт,train
N_0bd87a2ce1d22f7f5ffaf22d,Строительство и ремонт,train
N_3837582aec995e7e17b12e23,Строительство и ремонт,train
N_f301746ed6f57243a972d695,Строительство и ремонт,train
N_0fef695f43aaecf1fedb6563,Строительство и ремонт,train
N_1a673987cc4da9eae0aa5ff3,Строительство и ремонт,dev
N_34b1b135f28509235106d8c2,Строительство и ремонт,train
N_e23e7a4c4bac821a6a54078c,Помощь на дому,train
N_5b1782b15839a7bd84888cce,Строительство и ремонт,train
N_c2d763b34523fc8532b0fe02,Помощь на дому,train
N_8ed8e1ddc8080d81b674da05,Строительство и ремонт,train
N_25337e688697260e3af3c050,Помощь на дому,train
N_a6bd531b04bd3d6e16c1664d,Строительство и ремонт,train
N_d8223f262b07e57643f7910f,Строительство и ремонт,train
N_46df882e14c4dc1f1652aa2e,Строительство и ремонт,train
N_de97a0082111c7d7cf4301a8,Строительство и ремонт,train
N_8b0be13027ad3bbaf8a33f8f,Строительство и ремонт,train
N_9120b6dfa3b33e9391944615,Строительство и ремонт,train
N_1d4e42f2ab95df6069df69ee,Строительство и ремонт,train
N_ea507ab54c1ba1fa77aab034,Строительство и ремонт,train
N_98e9c79e69252ee4b72c673e,Строительство и ремонт,train
N_33b998e0f09405db1fcb48d1,Строительство и ремонт,train
N_70abe3167ddd2566f6ebae3c,Строительство и ремонт,train
N_f602a8c9cc48340edd54bb8e,"Логистика, перевозки",train
N_6915bdb3df183fed8bbbe684,Строительство и ремонт,train
N_ec93411457db8982b163b629,Помощь на дому,train
N_cf9ec46762739d2fc1de9098,Помощь на дому,train
N_6d8ebc1c1d83ebdc598c42aa,Помощь на дому,dev
N_6197b1c156d15c0d05ec3cff,Помощь на дому,train
N_ffaaa8db28027b900464221d,Помощь на дому,train
N_c433b42838e5feb9166f9012,Помощь на дому,train
N_6186892cca7ced38d47ced5b,"Логистика, перевозки",dev
N_5f98eb3a8a4905a7b0d277aa,"Логистика, перевозки",train
N_fbb6d17fa872859bebbb770e,"Логистика, перевозки",train
N_d8b740b5e65c38169b9bb5d7,"Логистика, перевозки",train
N_0a38c1a2981f00287b6e0dff,"Логистика, перевозки",train
N_2701f280a93aeb332eeb5786,"Логистика, перевозки",train
N_f036bee68785a3a9cbd79269,"Логистика, перевозки",train
N_6368626da1f5c87f321524aa,"Логистика, перевозки",dev
N_a564fe91f4b6c8d17834aa4f,"Логистика, перевозки",train
N_d54250987047fc6de28066b0,"Логистика, перевозки",train
N_1e8615af1bbb1ce835c8c776,"Логистика, перевозки",dev
N_bec75410682ab66cfdb6cfa3,"Логистика, перевозки",train
N_34e81520f0fee93f86e4b6e2,"Фото и видеосъемка, монтаж",dev
N_1e3385a4f9d52791a4b06f41,"Фото и видеосъемка, монтаж",train
N_90e47302e9290b57ad07284f,"Фото и видеосъемка, монтаж",train
N_8bcb1eb0765df7c3cbf84c3e,"Фото и видеосъемка, монтаж",train
N_cf2c122a5c2dff0e31b3a313,"Фото и видеосъемка, монтаж",train
N_75df9825bbf1bc7eaefa6ea2,"Фото и видеосъемка, монтаж",train
