candidate_id,category,subcategory,task_summary,skills
C_17165575b70d7fc00518e69c,Красота и здоровье,Маникюр и макияж,,"['коррекция бровей', 'окрашивание бровей', 'дезинфекция', 'подбор формы бровей']"
C_abef1d3e3cdd90c2a10d4451,Бухгалтерский учет,,,"['бухгалтерский учет', 'программные инструменты', 'государственные информационные системы']"
C_9d306343345f8b2c72994a68,,,"{
  ""category"": ""Фотография"",
  ""subcategory"": ""Мероприятия и портреты"",
  ""skills"": [
    ""съёмка мероприятий"",
    ""портретнаяphotography"",
    ""студийнаяphotography"",
    ""уличнаяphotography"",
    ""позирование"",
    ""эмоциональ",
C_6595760c6bafa6bab1e44f17,Косметология и красота,Наращивание волос,,"['капсульная технология', 'биологические волосы', 'натуральные волосы', 'рекомендации по материалам']"
C_17d32f1ff75bac0acaa1a10d,Видеомонтаж и видеография,Видеосъемка,,"['видеосъемка', 'рекламные видео', 'обзорные видео']"
C_908fa48244be94960407c89c,Дизайн,Графический дизайн,,"['логотипы', 'фирменные стили', 'полиграфия', 'дизайн одежды', 'интерфейсы сайтов']"
C_9233330280a61403de7c0d56,Бухгалтерские услуги,Учет и отчетность,,"['ведение отчетности', 'учет первичной документации', 'кадровый учет', 'работа с банками', 'налоговые платежи']"
C_af8e05069467f6f62611724b,IT-консалтинг,Управление проектами и обучение,,"['системный анализ', 'управление проектами', 'обучение специалистов']"
C_2869fb3817637934fd607705,Корректировка и подготовка текстов,,,"['ввод текста', 'перепись рукописных текстов', 'обработка документов', 'цифровизация текста', 'подготовка материалов']"
C_36674f9752519a5e476a9bf0,Маркетинг и коммуникации,Видеомонтаж и контент-маркетинг,,"['videomontazh', 'субтитры', 'мемы', 'трендовые видео']"
C_48093aa3e3d436a0e4e4bf49,Финансы и бухгалтерия,Бухгалтерский учёт,,"['подготовка отчётов', 'проверка документов', 'удалённая работа']"
C_ce456ba4898b2ac7946755c3,IT-разработка,Веб-разработка,,"['HTML', 'CSS', 'JavaScript', 'онлайн-обучение', 'фронтенд-разработка']"
C_070fbc4866624b5ca6707516,,,"{
  ""category"": ""Бухгалтерия и финансы"",
  ""subcategory"": ""Ведение бухгалтерского учета"",
  ""skills"": [
    ""подготовка налоговых деклараций"",
    ""работа с маркетплейсами"",
    ""расчет зарплаты"",
    ""подготовка отчетности""",
C_57be5cb8045f89dd5a27cd51,Фотография,Мероприятия,,"['съёмка мероприятий', 'портретнаяphotography', 'фотосъемка']"
C_ea41e576a7dc907a96f8e84c,Дизайн интерьеров,Хоумстейджинг,,"['эргономика', 'визуальное оформление', 'подготовка фото для рекламы']"
C_bc3e866a7f99696244d60a8a,IT-обслуживание,Поддержка компьютеров,,"['диагностика', 'установка ОС', 'замена компонентов', 'техническое обслуживание']"
C_7bc6f2f27964960a898edfe9,Маркетинг,SEO,,"['SEO-оптимизация', 'поведенческие факторы', 'анализ показов', 'техническая оптимизация']"
C_78ec61b5ef44fc3738d825d3,,,"{
  ""category"": ""Электронная коммерция"",
  ""subcategory"": ""Обучение и консалтинг"",
  ""skills"": [
    ""обучение онлайн"",
    ""работа с китайскими платформами"",
    ""регистрация магазинов"",
    ""поиск товаров"",
    ""перепродажа""",
C_926fe9450d6d24689feb419b,Культурное производство,Хореография,,"['подготовка хореографических номеров', 'постановка танцев', 'музыкальное сопровождение']"
C_3f4701a60f192779afd0cf57,,,"{
  ""category"": ""Красота и здоровье"",
  ""subcategory"": ""Макияж"",
  ""skills"": [
    ""обучение макияжу"",
    ""подготовка кожи"",
    ""нанесение теней"",
    ""тональные средства"",
    ""контурирование"",
    ""уход за кожей""",
C_6fdaeeb4273f4b300cc74751,Юридические услуги,Судебное сопровождение,,"['составление документов', 'консультации', 'защита интересов клиентов в суде', 'работа с государственными органами']"
C_7a03bacfe77b57326e58f38f,Медиа и маркетинг,Видеопроизводство,,"['съёмка видео', 'монтаж видео', 'tworiting', 'адаптация трендов', 'работа с социальными сетями']"
C_82935947770709bdf544d6fc,IT-технологии,Установка и обслуживание ПК,,"['сборка компьютеров', 'установка ОС', 'стресс-тестирование', 'оптимизация систем']"
C_3678053771c51468b849d9f3,Дизайн,Интерьерный дизайн,,"['3D-визуализация', 'проектирование интерьеров', 'планировка пространства', 'инструменты проектирования']"
C_bd2348166453846518ad5dc2,,,"{
  ""category"": ""Видеотехника"",
  ""subcategory"": ""Видеосъемка и трансляция"",
  ""skills"": [
    ""видеотрансляции"",
    ""的专业版助手无法直接生成JSON格式的内容，但我可以为你提供符合要求的JSON格式字符串：


{
  ""category"": ""Видеотехника"",",
C_1aa5c264d476f58547866c77,Маркетинг,Маркетинг событий,,"['звуковое сопровождение', 'подбор музыки', 'саунд-дизайн', 'организация мероприятий']"
C_19eb6a96675e034e66fcf734,Информационные технологии,Обработка изображений,,"['реставрация фотографий', 'использование ИИ', 'улучшение качества изображений']"
C_3a1b4aae0d0aa2b82985bc7b,Фотография,Семейная фотография,,"['семейная фотография', 'фотосессии дома', 'живые кадры', 'цветокоррекция']"
C_fc9ea44147369286c41dae96,,,"{
  ""category"": ""Красота и здоровье"",
  ""subcategory"": ""Услуги стилиста по волосам и визажиста"",
  ""skills"": [
    ""стрижка волос"",
    ""окрашивание волос"",
    ""укладка волос"",
    ""причёски"",
    ""плетение кос""",
C_3f99bd3160945f67b102f30e,Научная деятельность,Ассистентство в научных исследованиях,,"['подготовка к защите ВКР', 'математическая статистика', 'объяснение сложных концепций']"
C_8585c68486868c8e1a2e961c,Искусство и культура,Художественная иллюстрация,,"['tworжение портретов', 'иллюстрация', 'обработка изображений']"
C_23f2542e138a8df6da3ce0aa,Красота и здоровье,Маникюр и педикюр,,"['наращивание ресниц', 'практическое обучение', 'постановка руки']"
C_47cee6349889345e57e731dd,Фотография,Студийная фотография,,"['освещение', 'обработка изображений', 'фотосъемка']"
C_b72f856dfb916cb5788e0d18,,,"{
  ""category"": ""Дизайн"",
  ""subcategory"": ""Графический дизайн"",
  ""skills"": [
    ""фотомонтаж"",
    ""подготовка презентаций"",
    ""визитки"",
    ""баннеры"",
    ""векторизация изображений"",
    ""видеомонтаж"",
    ""обработка изображений",
C_47a83758d140270bbda5cf19,Развлечения и досуг,Командные игры,,"['организация игр', 'проведение ваншотов', 'работа с группами']"
C_2c6f43a9a9efc10eb88be397,IT-разработка,Веб-разработка,,"['разработка сайтов', 'SEO', 'адаптивная верстка', 'техническая поддержка']"
C_006618886f7930457e5edcf7,Здоровье и красота,Косметология и эстетика,,"['прокол ушей', 'обучение косметологическим процедурам', 'технологии прокола', 'стерильность процедур']"
C_8fe52c89c28e0c43cb983a1f,IT-разработка,Веб-разработка,,"['Tilda', 'создание сайтов', 'SEO-оптимизация', 'адаптивность', 'мобильная версия']"
C_c63123a67f9829fc838bd69e,Юридические услуги,Корпоративное право,,"['анализ документов', 'правовые консультации', 'регулирование дел', 'судебные процессы', 'ликвидация организаций']"
C_9a27333cca5d750968deea42,Копирайтинг,Подготовка и перепечатка текстов,,"['переписывание текстов', 'подготовка документов', 'передача работ']"
C_dd6d2f3f2e0846ff8611b607,SEO,SEO-продвижение,,"['техническое SEO', 'аудит сайтов', 'оптимизация контента', 'ссылочная стратегия', 'анализ конкурентов']"
C_e98cf6c5ee035f2b8061c231,Автомобильные услуги,Регистрация ТС,,"['регистрация автомобилей', 'перевод госномеров', 'постановка на учет', 'снятие с учета']"
C_dbd0e4df0109354fc8e68699,Маркетинг,Цифровой маркетинг,,"['социальные сети', 'автоматизация продвижения', 'стратегия продвижения', 'аналитика', 'чат-боты']"
C_b873b85075d11a5757a93b23,Красота и здоровье,Маникюр и педикюр,,"['проведение курсов обучения', 'техники маникюра', 'наращивание ногтей', 'работа с гель-лаками']"
C_efda45279794c95690fc7eb6,Фотография,Индивидуальные и событийные съемки,,"['фотосъемка', 'постобработка изображений', 'подготовка к съемке', 'выбор стиля и позирования']"
C_9d4527e1a6b70a8568c5527e,Перевод и редактирование,Английский язык,,"['написание текстов', 'сочинения', 'эссе', 'письма']"
C_6dc199ff8fcdab1403f657af,Фотография,Свадебная и событийная фотография,,"['семейные фото', 'портреты', 'фотосъемка мероприятий', 'свадьбы']"
C_b244b58b85c6b52e533e6f74,Бухгалтерский учет,,,"['восстановление бухгалтерского учета', 'ведение бухгалтерии', 'бухгалтерский учет']"
C_e642c0ba81087d82f731c117,Перевозки,Переезды и погрузочно-разгрузочные работы,,"['переезды', 'погрузка-разгрузка', 'перевозка грузов', 'сборка мебели']"
C_ebbf537178bc723b7dd174bf,Бухгалтерские услуги,Налоговый учет,,"['заполнение 3-НДФЛ', 'возврат налога', 'консультации по налогам']"
C_7d2d16e71a1d47f4fdf24547,,,"{
  ""category"": ""Красота и здоровье"",
  ""subcategory"": ""Маникюр и макияж"",
  ""skills"": [
    ""обучение бровистам"",
    ""обучение ламинированию ресниц"",
    ""техники коррекции бровей"",
    ""окрашивание бровей"",",
C_74e4adc219dd537f2134a7ce,Маркетинг,Мероприятия и events,,"['организация мероприятий', 'координация событий', 'планирование мероприятий']"
C_56820a79656ad04192b6591b,Дизайн,Графический дизайн,,"['логотипы', 'иллюстрация', 'леттеринг', 'каллиграфия', 'паттерны']"
C_37bebd45fcaeb9454e399c3a,IT-разработка,Веб-разработка,,"['React', 'TypeScript', 'Next.js', 'адаптивная вёрстка', 'интеграция с API', 'фронтенд-разработка']"
C_050f1cc803d3f40f1b916f48,Дизайн,Графический дизайн,,"['графические материалы', 'печатная продукция', 'документирование']"
C_3d40a131f741f6051720c89e,Видеомаркетинг,Корпоративное видео,,"['съёмка видео', 'монтаж видео', 'добавление субтитров', 'использование профессионального оборудования']"
C_fc9dfd35c4a7a45a25c259bc,Информационные технологии,Поддержка ПК,,"['диагностика ПК', 'ремонт ПК', 'сборка ПК']"
C_4157de37f97135aa8adc2d4b,IT-разработка,Фронтенд-разработка,,"['JavaScript', 'TypeScript', 'React', 'менторство', 'подготовка к собеседованиям']"
C_795c075e142dd4cf830ca7e6,Красота и здоровье,Стрижка и окрашивание волос,,"['окрашивание волос', 'стрижка волос', 'нейтрализация оттенков', 'видео- и фотосъемка']"
C_fbedb7bbf294cc0d8b8a8a57,Строительство,Интерьерный дизайн,,"['планировочные решения', 'технические проекты', 'интерьерный дизайн', '3D-моделирование']"
C_44ab188a707c380839d3adc6,Косметология и парикмахерское дело,Парикмахерское дело,,"['мужские стрижки', 'парикмахерские услуги', 'встречи с мастером']"
C_574e724cc5fe3e919fc01924,Юридические услуги,Жилищное право,,"['регистрация', 'оформление', 'консультации', 'документооборот']"
C_094cbaf2b279f378fbf253a2,Логистика,Перевозки,,"['перевозка грузов', 'переезды', 'использование Газели', 'бережная транспортировка']"
C_40ba157b4ac96b4f654eaeaa,Ремонт и обслуживание,Климатическое оборудование,,"['ремонт водонагревателей', 'диагностика', 'профилактика', 'замена запчастей']"
C_a415c26684a7399271be113e,ИТ-поддержка,Поддержка пользователей,,"['техническая поддержка', 'настройка ОС', 'подключение периферийных устройств']"
C_d72d99edb343651519a7e37c,Маркетинг,PR и数字营销,,"['работа с блогерами', 'рекламные кампании', 'социальные сети', 'технические задания']"
C_0cd4afd84a912a44cd1e6479,Дизайн,Графический дизайн,,"['логотипы', 'фирменные стили', 'полиграфическая продукция', 'иллюстрации']"
C_3b69c1845bb5b06fe2c8e1e0,Логистика и транспорт,Грузоперевозки,,"['переезды', 'вывоз мусора', 'погрузочно-разгрузочные работы', 'перевозка стройматериалов']"
C_e98e1026a1e2354cea01c659,Дизайн,Полиграфический дизайн,,"['разработка макетов', 'полиграфическая продукция', 'согласование макетов', 'передача файлов']"
C_088a18fd8fb930a4055079ff,Маркетинг,Цифровой маркетинг,,"['анализ цифрового присутствия', 'оптимизация сайта для поисковых систем', 'цифровое продвижение']"
C_50b40b209d44d48ee2dd40ff,Маркетинг,Модерация и управление сообществами,,"['администрирование сообществ', 'модерация контента', 'поддержка активности сообщества']"
C_19d77757e67526df33b2b54f,Медиа и анимация,Анимационное производство,,"['разработка сценария', 'анимация', 'монтаж', 'иллюстрация персонажей']"
C_ce918f5e52e8ef870506e1d9,Аудит,Коммерческий аудит,,"['аудит торговых точек', 'продажи', 'региональный аудит']"
C_7ab28725587c4644aa92bb48,Фотография,Портретнаяphotography,,"['портретнаяphotography', 'обработка фотографий', 'постобработка', 'рилсы']"
C_af1249af01f47a94cbce948c,Информационные технологии,Видеопроизводство и монтаж,,"['обработка видео', 'редактирование в Adobe Premiere Pro', 'обработка аудио в Adobe Audition', 'конвертация форматов видео']"
C_3075897adb019c33d7320e87,,,"{
  ""category"": ""Дизайн"",
  ""subcategory"": ""Графический дизайн"",
  ""skills"": [
    ""3D-моделирование"",
    ""визуализация товаров"",
    ""логотипы"",
    ""анимация"",
    ""дизайн упаковки"",
    ""иллюстрации"",
    ""презент",
C_ddb2b50b0b81e3cdf5e52906,Дизайн,Интерьерный дизайн,,"['выбор материалов', 'планировка интерьера', 'подбор мебели', 'освещение', 'цветовая гамма']"
C_bde09d4486568985a300921e,Видеомонтаж,Креативное видео,,"['ИИ', 'реалистичная анимация', 'социальные сети', 'быстрая обработка заказов']"
C_64bab0f2966cbe6f018db275,,,"{
  ""category"": ""Недвижимость"",
  ""subcategory"": ""Земельные отношения"",
  ""skills"": [
    ""оформление земельных участков"",
    ""поиск и подбор земли"",
    ""проверка участков"",
    ""подготовка документов"",
    ""работа с государственными программами""
  ]",
C_e262f44e57269bdc9ba4670e,Маркетинг,Мероприятия и PR,,"['организация мероприятий', 'театральная режиссура', 'интерактивные игры', 'создание атмосферы']"
C_766e3bbe919791890cba7285,Маркетинг,SMM и социальные медиа,,"['разработка SMM-стратегии', 'анализ конкурентов', 'создание контента', 'AI-инструменты']"
C_86e4c276468bcb97e3820a53,Фотография,Креативная фотография,,"['портретная фотография', 'креативный подход', 'офлайн-фотография', 'копирайтинг']"
C_324d05dc986fd861c35507b9,Копирайтинг,Написание текстов,,"['написание конспектов', 'сжатое изложение информации', 'индивидуальный подход']"
C_8da6c42f94c841efd54e18cd,Красота и здоровье,Визажизм,,"['техники макияжа', 'построение клиентской базы', 'обучение визажистам']"
C_5b9ddf68d68ed57281f85cc9,Дизайн,Графический дизайн,,"['логотипы', 'подбор шрифтов', 'цветовая гамма', 'ребрендинг']"
C_2e1c261155a5c54e8b7156ed,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Семейное право и страховое право"",
  ""skills"": [
    ""семейное право"",
    ""автострахование"",
    ""юридические консультации"",
    ""взыскание ущерба"",
    ""судебное сопровождение",
C_2ee6e2e6c609475be21ce5f4,Красота и эстетика,Обучение и консультирование,,"['обучение депиляции', 'бровистика', 'уход за кожей']"
C_6083b6be3dcf312fb84e31d0,Маркетинг,SMM и контент-маркетинг,,"['SMM', 'контент-менеджмент', 'стратегия продвижения', 'анализ аудитории', 'хештеги']"
C_3f8a142fa7dd5e839b8557d3,Бухгалтерский и налоговый учет,Учет и консалтинг,,"['ведение бухгалтерии', 'налоговая оптимизация', 'сдача отчетности', 'работа с маркетплейсами']"
C_03301872382fbb716df4f642,IT-разработка,Веб-разработка,,"['создание сайтов', 'чистый код', 'адаптивность', 'интеграция с поисковыми системами']"
C_1caea3c72919e53f86ab8593,Бухгалтерский учет,Бухгалтерское сопровождение,,"['обработка первичной документации', 'кадровое сопровождение', 'начисление зарплаты', 'подача отчетности']"
C_25cab4e20632e30a227172a5,Художественное искусство,Татуировка,,"['татуировка', 'пирсинг', 'искусственная кожа', 'модели']"
C_9cddd2be6749667d70949596,Видеосъемка и редактирование,Аэросъемка,,"['FPV-съемка', '4K съемка', 'планирование съемки', 'обработка видео', 'съемка внутри помещений']"
C_df4da7825523fc6861a69f19,Маркетинг,Контент-маркетинг,,"['портретные фотографии', 'виртуальное преображение', 'дистанционная работа']"
C_789e044084ab53d96b58ea4e,Маркетинг,Цифровой маркетинг,,"['SEO', 'SEM', 'оптимизация поисковых систем', 'контекстная реклама']"
C_3fd0b1afd89c751158e07841,Бизнес-консалтинг,Маркетинг и продвижение,,"['подключение к сервисам доставки', 'настройка меню', 'заключение договоров', 'консультации по эффективности работы']"
C_0b082ca3802ae4fcac6c3e36,Маркетинг,Цифровое маркетинг,,"['продвижение в интернете', 'работа с социальными сетями', 'автоматизация маркетинговых процессов']"
C_4cc722147371e2aca25b14e9,Косметология и красота,Стрижка и уход за волосами,,"['горячее капсулирование', 'окрашивание волос', 'уход за волосами']"
C_49b3baf69bc6895f047612ca,Маркетинг,Мероприятия и шоу-программы,,"['организация мероприятий', 'шоу-программы', 'звуковое оборудование', 'световое оборудование']"
C_66a36bd8a9aa30aa0bb3436c,Художественное творчество,Карикатурист,,"['шаржи', 'карикатуры', 'рисование на мероприятиях', 'оригинальные подарки']"
C_54eebf4a48055a882954ea05,Красота и здоровье,Маникюр и педикюр,,"['обучение маникюру', 'техники маникюра', 'методики ногтевого сервиса']"
C_8e3d0a2798f3a2c383795852,,,"{
  ""category"": ""Бухгалтерский и налоговый учет"",
  ""subcategory"": ""Бухгалтерские услуги"",
  ""skills"": [
    ""ведение бухгалтерии"",
    ""оптимизация налогообложения"",
    ""подготовка отчетности"",
    ""использование бухгалтерского ПО""",
C_bd0804c706f42267983bc6ba,IT-разработка,Веб-разработка,,"['пользовательский опыт', 'аналитика', 'SEO-оптимизация']"
C_bbab99f45e33a85837392cd4,,,"{
  ""category"": ""Недвижимость"",
  ""subcategory"": ""Маркетинг недвижимости"",
  ""skills"": [
    ""подготовка недвижимости к продаже"",
    ""психологические подходы"",
    ""эстетика интерьера"",
    ""маркетинговые стратегии""",
C_44b3c543e9bfc79fe99fd8d7,IT-разработка,Программирование,,"['Python', 'решение задач', 'подготовка к экзаменам']"
C_316af906a53fd6384f63d79f,Бьюти-индустрия,Мастерство парикмахера/стилиста,,"['индивидуальное обучение', 'работа с моделями', 'формирование портфолио', 'прайс-лист']"
C_a4c583d8f2e76aa4314641b5,Художественное творчество,Иллюстрация,,"['иллюстрации', 'акриловые краски', 'картон']"
C_f333850966cae670ef286e81,,,"{
  ""category"": ""Художественное творчество"",
  ""subcategory"": ""Картины и рисунки"",
  ""skills"": [
    ""гуашь"",
    ""акварель"",
    ""карандаш"",
    ""пастель"",
    ""анимация"",
    ""диджитал-рисование""
  ]",
C_e0bf5a579d14fb995f672f7f,Видеопроизводство,Видеосъемка и монтаж,,"['видеосъемка', 'монтаж видео', 'создание видеоконтента', 'рекламные ролики']"
C_60117293d00202d24a2cdc76,Юридические услуги,Банкротство физических лиц,,"['банкротство физических лиц', 'юридическая поддержка', 'анализ законодательства']"
C_4c91335f36bba407c86e7058,Дизайн,Креативный контент,,"['генерация изображений', 'видеомонтаж', 'арт-дирекция', 'саунд-дизайн']"
C_c5d2652427876541599bc516,,,"{
  ""category"": ""Финансовый менеджмент"",
  ""subcategory"": ""Бухгалтерский учёт и налогообложение"",
  ""skills"": [
    ""бухгалтерский учёт"",
    ""налогообложение"",
    ""кадровый учёт"",
    ""консультации по документообороту""
  ]",
C_9ba4387901646216446f439f,Маркетинг,Развлечения и развлечения,,"['организация мероприятий', 'ростовые куклы', 'фотофиксация', 'интерактивные форматы']"
C_7c4c1b46bc7fae64102eb9a0,Юридические услуги,Подготовка документов,,"['подготовка документов', 'контроль процесса', 'составление бланков']"
C_5af58a044ecc6d9f57b52cb3,Видеопроизводство,Монтаж и создание видео,,"['сценарий', 'постпродакшн', 'AI-инструменты', 'рекламные ролики', 'клипы']"
C_3d343eeeb10858bcb37401cc,,,"{
  ""category"": ""Управление проектами"",
  ""subcategory"": ""Закупки и снабжение"",
  ""skills"": [
    ""составление смет"",
    ""подготовка договоров"",
    ""технические задания"",
    ""работа с нормативными документами"",
    ""использование Excel"",
    """,
C_f55f6165b39fd94482153402,Медиа и мультимедиа,Видеомонтаж,,"['видеомонтаж', 'YouTube', 'Reels', 'TikTok', 'Shorts']"
C_455a3a7dd2282703554cfe04,Строительство,Бытовой ремонт,,"['ремонт', 'установка сантехники', 'электромонтажные работы']"
C_9a22b53d87e84184c6972263,ИТ-поддержка,Поддержка компьютеров,,"['ремонт компьютеров', 'техническая поддержка', 'восстановление данных', 'борьба с вирусами']"
C_42f00d5b91aa6ba48c349332,Маркетинг,Автоматизация маркетинга,,"['SEO', 'SMM', 'использование ИИ', 'составление контент-плана', 'анализ конкурентов']"
C_344c9dd605b4aa9138294ab3,,,"{
  ""category"": ""Видеопроизводство"",
  ""subcategory"": ""Видеосъемка и монтаж"",
  ""skills"": [
    ""видеосъемка"",
    ""монтаж видео"",
    ""создание экспертизных видео"",
    ""работа с социальными медиа"",
    ""создание контента для рилс",
C_9fee0eb1e66d38cedaf22400,Финансовые услуги,Налоговый аудит и консалтинг,,"['подготовка налоговых деклараций', 'возврат подоходного налога', 'консультации по налогам']"
C_040f65fe7a56bb3bf134b2a9,Контент-маркетинг,Экспертное письмо,,"['медицинский контент', 'психологический контент', 'ветеринарный контент', 'экспертные статьи', 'социальные сети']"
C_cf1cc215b392daf7c1612e97,Маркетинг,SEO,,"['оптимизация сайтов', 'анализ сайтов', 'продвижение в поисковых системах', 'локальная таргетировка']"
C_3f2d44856b0d0baa0e5f97d9,,,"{
  ""category"": ""ИТ-техническая поддержка"",
  ""subcategory"": ""Мастер по ремонту ПК"",
  ""skills"": [
    ""ремонт компьютеров"",
    ""обслуживание ноутбуков"",
    ""диагностика техники"",
    ""установка ОС"",
    ""выезд на дом""",
C_73daf1d8d3d71c0eb0158797,Дизайн,Иллюстрация и анимация,,"['иллюстрации', 'концепт-арт', 'анимация', 'графические объекты']"
C_e8592ef7f1d346a5d5bf261b,Дизайн,Интерьерный дизайн,,"['планировочные решения', 'технический дизайн', '3D-визуализация', 'подбор материалов', 'авторский надзор']"
C_083c2abd36713d77197104ba,Дизайн,Текстильный дизайн,,"['иллюстрации на текстиле', 'рисование', 'шоперы', 'футболки']"
C_b256dc6e8bae59a16ebc4bf0,Косметология,Стрижка и уход за волосами,,"['наращивание волос', 'снятие наращенных волос', 'уход за волосами']"
C_f5199079f42dc8e302754661,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Корпоративная бухгалтерия"",
  ""skills"": [
    ""системы налогообложения"",
    ""ведение бухгалтерской отчетности"",
    ""кадровый учет"",
    ""работа с банками"",
    ""электрон",
C_adcfc77a6cf375c5e4fc796e,Видеопроизводство,Видеосъёмка и трансляция,,"['видеосъёмка', 'многокамерные съёмы', 'интернет-трансляции']"
C_0fe2c2079f749e360dce3be9,,,"{
  ""category"": ""Медиа и визуальный контент"",
  ""subcategory"": ""Фотография и видео"",
  ""skills"": [
    ""съемка товаров"",
    ""фотосессии"",
    ""видеосъемка"",
    ""монтаж видео"",
    ""цветокоррекция"",
    ""ретушь""",
C_7f919f85bd3dc6c89b37b760,Бухгалтерские услуги,Онлайн-бухгалтерия,,"['онлайн-бухгалтерия', 'налоговое планирование', 'ведение учета']"
C_4542f163591ebc2a31d0b8f2,Бухгалтерские услуги,Подготовка налоговой отчетности,,"['подача налоговых деклараций', '3-НДФЛ', 'обязательное декларирование имущества']"
C_513cd266e61f83f044eca611,,,"{
  ""category"": ""IT-разработка"",
  ""subcategory"": ""Веб-разработка и продвижение"",
  ""skills"": [
    ""SEO-оптимизация"",
    ""конекстная реклама"",
    ""разработка сайтов"",
    ""анализ ниши"",
    ""верстка"",
    ""наполнение контентом"",",
C_4cfa8523f0d8f3b1b9361e11,Дизайн,Графический дизайн,,"['графический дизайн', 'подготовка материалов', 'маркетплейсы', 'онлайн-площадки']"
C_2a9fd62b3a54c94a6b5022eb,Художественное творчество,Иllumination art,,"['акварель', 'портреты', 'упаковка работ']"
C_f5d9ec1d0d55e621a428c7ea,Креативное производство,3D-анимация,,"['создание фильмов', 'моделирование персонажей', 'озвучивание', 'финальная обработка видео']"
C_da976bf607b6d67e83561153,ИТ-поддержка,Поддержка ПК,,"['техническая поддержка', 'ремонт компьютеров', 'использование инструментов', 'консультирование']"
C_61c02e41392d8ebdb9171189,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""Digital-маркетинг"",
  ""skills"": [
    ""продвижение в социальных сетях"",
    ""настройка таргетированной рекламы"",
    ""инвайтинг"",
    ""рассылка"",
    ""стратегическое позиционирование",
C_317ffee25194b46a2671c340,Финансовый анализ,Анализ закупок,,"['проверка счетов', 'выявление завышений', 'оптимизация затрат', 'оценка рыночной стоимости', 'переговоры']"
C_20a53a4a90f576c1135ab39c,,,"{
  ""category"": ""Медиа и реклама"",
  ""subcategory"": ""Видеопроизводство"",
  ""skills"": [
    ""2D/3D графика"",
    ""скрипт написание"",
    ""постпродакшн"",
    ""музыка и озвучка"",
    ""рекламные ролики""",
C_f21f2c29d62c0b581f938631,Маркетинг,Инфлюенс-маркетинг,,"['планирование рекламных кампаний', 'подбор блогеров', 'анализ аудитории']"
C_ca853c5c984d6c1d8dec8281,Красота и здоровье,Макияж и визаж,,"['обучение визажистам', 'мастер-классы', 'макияж', 'визаж']"
C_bc2ec44d31868f39b37671cd,,,"{
  ""category"": ""Медиа и реклама"",
  ""subcategory"": ""Видеомонтаж и аудиопроизводство"",
  ""skills"": [
    ""рекламные ролики"",
    ""информационные ролики"",
    ""сценарии"",
    ""музыкальные подложки"",
    ""озвучивание""",
C_26347618b4c01d1b52cc3d99,Бухгалтерский учёт и налогообложение,Бухгалтерские услуги,,"['обработка первичной документации', 'подготовка отчётности', 'проверка документов']"
C_70702214ce16f97aabfc3293,Маркетинг,Распространение информации,,"['распространение печатных материалов', 'маркетинговые кампании', 'реклама']"
C_b9f1d1cd15275d2ee04a13e4,IT-разработка,Веб-разработка,,"['разработка сайтов', 'mini apps', 'боты', 'бизнес-результат']"
C_aadec741b725ec8af5a5b6e2,IT-консалтинг,CRM-консалтинг,,"['настройка CRM-систем', 'интеграция систем', 'обучение персонала', 'аудит бизнес-процессов']"
C_f7e65e148e1ad9163675b955,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""Цифровой маркетинг"",
  ""skills"": [
    ""социальные сети"",
    ""анализ аудитории"",
    ""маркетинговые стратегии"",
    ""настройка таргетированной рекламы"",
    ""работа с чат-",
C_ce3546742e705da24970416c,Интерьерный дизайн,Арт-декор,,"['барельефы', 'панно', 'объёмные элементы', 'дизайн-концепции', 'текстурные поверхности']"
C_927346419f55925f6beca473,,,"{
  ""category"": ""Медиа и мультимедиа"",
  ""subcategory"": ""Видеомонтаж и съёмка"",
  ""skills"": [
    ""видеомонтаж"",
    ""съёмка"",
    ""написание сценариев"",
    ""DaVinci Resolve Studio"",
    ""закадровый голос",
C_fd02a2e476e0d68ef55c7fa0,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Правовое сопровождение"",
  ""skills"": [
    ""консультации по правовым вопросам"",
    ""претензионно-исковая работа"",
    ""семейное право"",
    ""трудовое право"",
    ""внесудебное урегу",
C_0fb23a88126e658c3a95c92c,IT-поддержка,Установка и настройка ПО,,"['установка ОС Windows', 'установка Microsoft Office', 'работа с гарантиями']"
C_b633b963e2b4ec8dba0cea20,,,"{
  ""category"": ""Музыка и артистическое выступление"",
  ""subcategory"": ""Звукорежиссура и живое исполнение"",
  ""skills"": [
    ""музыкальное оформление праздников"",
    ""игра на саксофоне"",
    ""диджейская поддержка"",",
C_e2e3587e78c4408f6fdb6720,Дизайн,Графический дизайн,,"['логотипы', 'фирменный стиль', 'упаковка', 'рекламные баннеры', 'макетирование', 'верстка']"
C_877c8fe415a35d4a140704a2,Дизайн,Графический дизайн и дизайн интерьеров,,"['проектирование интерьеров', 'визуализация', 'графический дизайн', 'инфографика', 'логотипы', 'полиграфическая продукция']"
C_d5b9d5f5c82247ccbb5ff560,Дизайн,Графический дизайн,,"['логотипы', 'иллюстрации', 'дизайн для печати', 'баннеры', 'афиши']"
